,Year_Birth,Education,ages,Marital_Status,PhD,Basic,2n Cycle,Master,Graduation,Income,single,married,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,months,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Total_Spent,Total_Spent_Per_Month,TotalChildren,HasChildren
1702,1989,Graduation,27,Single,0,0,0,0,1,18358.0,1,0,1,0,20-11-2013,49,6,37,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,3,11,0,57,87.875,1,1
1703,1973,PhD,43,Together,1,0,0,0,0,55012.0,0,1,0,1,21-03-2014,85,582,33,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,3,11,0,660,907.5,1,1
1704,1973,Basic,43,Together,0,1,0,0,0,9722.0,0,1,1,0,02-10-2012,7,6,50,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,3,11,1,103,214.58333333333334,1,1
1705,1984,PhD,32,Married,1,0,0,0,0,38175.0,0,1,1,0,23-09-2013,6,70,39,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,0,153,248.625,1,1
1706,1956,Master,60,Together,0,0,0,1,0,58656.0,0,1,0,1,20-09-2012,25,962,51,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,0,1220,2592.5,1,1
1707,1965,Graduation,51,Together,0,0,0,0,1,52117.0,0,1,0,1,16-08-2012,55,112,52,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,3,11,0,279,604.5,1,1
1708,1978,Graduation,38,Married,0,0,0,0,1,64813.0,0,1,1,0,02-01-2014,81,293,35,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,745,1086.4583333333333,1,1
1709,1973,PhD,43,Married,1,0,0,0,0,54222.0,0,1,0,1,01-03-2014,98,199,33,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,3,11,0,264,363.0,1,1
1710,1986,Graduation,30,Married,0,0,0,0,1,83512.0,0,1,0,0,17-06-2014,31,1060,30,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,2157,2696.25,0,0
1711,1959,Master,57,Married,0,0,0,1,0,77520.0,0,1,0,1,28-08-2013,30,940,40,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,1,1526,2543.3333333333335,1,1
1712,1978,Graduation,38,Together,0,0,0,0,1,41154.0,0,1,0,1,09-04-2013,98,44,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,69,126.5,1,1
1713,1966,Graduation,50,Married,0,0,0,0,1,80398.0,0,1,0,0,10-11-2012,92,342,49,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0,1597,3260.5416666666665,0,0
1714,1992,Basic,24,Single,0,1,0,0,0,18746.0,1,0,1,0,29-05-2014,41,2,31,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,64,82.66666666666667,1,1
1715,1984,Graduation,32,Together,0,0,0,0,1,35196.0,0,1,1,0,13-11-2012,68,75,49,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,0,497,1014.7083333333334,1,1
1716,1956,Graduation,60,Single,0,0,0,0,1,60230.0,1,0,0,1,20-05-2013,78,520,43,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,1067,1911.7083333333333,1,1
1717,1977,Graduation,39,Married,0,0,0,0,1,22108.0,0,1,1,1,08-05-2014,46,5,31,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,31,40.041666666666664,2,1
1718,1974,Graduation,42,Together,0,0,0,0,1,44392.0,0,1,1,1,05-09-2013,71,87,39,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0,211,342.875,2,1
1719,1976,PhD,40,Married,1,0,0,0,0,55424.0,0,1,0,1,25-11-2012,6,462,49,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,877,1790.5416666666667,1,1
1720,1979,Graduation,37,Married,0,0,0,0,1,17688.0,0,1,1,0,13-01-2013,82,2,47,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0,11,21.541666666666668,1,1
1721,1983,PhD,33,Married,1,0,0,0,0,92491.0,0,1,0,0,01-05-2013,71,979,43,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,2034,3644.25,0,0
1722,1991,Graduation,25,Single,0,0,0,0,1,90273.0,1,0,0,0,14-12-2013,32,704,36,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,1991,2986.5,0,0
1723,1962,PhD,54,Widow,1,0,0,0,0,82571.0,1,0,0,0,02-04-2014,28,861,32,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,1686,2248.0,0,0
1724,1982,PhD,34,Single,1,0,0,0,0,38513.0,1,0,1,0,28-01-2014,20,172,35,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,324,472.5,1,1
1725,1979,Master,37,Single,0,0,0,1,0,16653.0,1,0,1,0,18-04-2014,10,5,32,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,69,92.0,1,1
1726,1955,Graduation,61,Together,0,0,0,0,1,42586.0,0,1,1,1,29-10-2012,7,194,50,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,252,525.0,2,1
1727,1965,Basic,51,Single,0,1,0,0,0,23529.0,1,0,0,1,07-01-2013,67,9,47,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,54,105.75,1,1
1728,1961,Master,55,Together,0,0,0,1,0,74881.0,0,1,1,1,08-03-2013,48,505,45,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,964,1807.5,2,1
1729,1951,Graduation,65,Married,0,0,0,0,1,71107.0,0,1,0,1,17-02-2013,61,533,46,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,1327,2543.4166666666665,1,1
1730,1964,PhD,52,Together,1,0,0,0,0,46910.0,0,1,1,1,23-03-2014,36,48,33,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,68,93.5,2,1
1731,1959,Graduation,57,Married,0,0,0,0,1,18690.0,0,1,0,0,28-12-2012,77,6,48,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,60,120.0,0,0
1732,1955,Graduation,61,Divorced,0,0,0,0,1,37244.0,1,0,1,1,27-04-2013,90,18,44,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,55,100.83333333333333,2,1
1733,1966,Graduation,50,Together,0,0,0,0,1,82427.0,0,1,0,0,12-03-2014,35,482,33,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,1456,2002.0,0,0
1734,1958,2n Cycle,58,Single,0,0,1,0,0,75342.0,1,0,0,1,06-05-2013,38,204,43,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,563,1008.7083333333334,1,1
1735,1954,Graduation,62,Divorced,0,0,0,0,1,70044.0,1,0,0,1,18-02-2013,46,1073,46,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,1504,2882.6666666666665,1,1
1736,1967,Graduation,49,Single,0,0,0,0,1,79146.0,1,0,1,1,24-04-2014,33,245,32,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,564,752.0,2,1
1737,1963,Graduation,53,Married,0,0,0,0,1,77437.0,0,1,0,0,26-11-2013,70,560,37,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,1125,1734.375,0,0
1738,1959,Graduation,57,Married,0,0,0,0,1,54984.0,0,1,0,1,24-05-2014,51,173,31,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,358,462.4166666666667,1,1
1739,1971,PhD,45,Married,1,0,0,0,0,42403.0,0,1,1,0,11-12-2013,18,22,36,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,42,63.0,1,1
1740,1964,Graduation,52,Together,0,0,0,0,1,55761.0,0,1,0,1,24-04-2014,97,136,32,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,184,245.33333333333334,1,1
1741,1983,Graduation,33,Together,0,0,0,0,1,37292.0,0,1,1,0,18-04-2013,32,275,44,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,460,843.3333333333334,1,1
1742,1945,PhD,71,Single,1,0,0,0,0,45576.0,1,0,0,0,28-05-2014,9,56,31,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,145,187.29166666666666,0,0
1743,1947,Graduation,69,Together,0,0,0,0,1,70321.0,0,1,0,0,16-01-2013,6,303,47,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,1376,2694.6666666666665,0,0
1744,1969,PhD,47,Divorced,1,0,0,0,0,58086.0,1,0,0,1,20-01-2013,80,708,47,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,792,1551.0,1,1
1745,1952,Graduation,64,Married,0,0,0,0,1,81795.0,0,1,0,0,26-10-2012,74,324,50,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,1382,2879.1666666666665,0,0
1746,1947,Basic,69,Together,0,1,0,0,0,28389.0,0,1,0,0,20-11-2012,49,1,49,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,28,57.166666666666664,0,0
1747,1946,Master,70,Married,0,0,0,1,0,66835.0,0,1,0,0,28-09-2013,21,620,39,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,1033,1678.625,0,0
1748,1969,Graduation,47,Divorced,0,0,0,0,1,69901.0,1,0,0,1,29-05-2013,95,312,43,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,882,1580.25,1,1
1749,1949,PhD,67,Married,1,0,0,0,0,80360.0,0,1,0,0,03-03-2013,56,1493,45,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,2231,4183.125,0,0
1750,1961,PhD,55,Together,1,0,0,0,0,63342.0,0,1,0,1,16-10-2012,48,918,50,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,1101,2293.75,1,1
1751,1974,Graduation,42,Married,0,0,0,0,1,44989.0,0,1,0,1,12-09-2012,26,98,51,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,369,784.125,1,1
1752,1980,2n Cycle,36,Single,0,0,1,0,0,31859.0,1,0,1,0,27-02-2014,3,3,34,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,48,68.0,1,1
1753,1949,PhD,67,Widow,1,0,0,0,0,51569.0,1,0,0,1,12-02-2013,39,380,46,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,467,895.0833333333334,1,1
1754,1971,Graduation,45,Widow,0,0,0,0,1,30372.0,1,0,1,1,25-12-2012,33,15,48,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,44,88.0,2,1
1755,1979,Basic,37,Single,0,1,0,0,0,16014.0,1,0,1,1,17-03-2013,42,3,45,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,38,71.25,2,1
1756,1968,Graduation,48,Married,0,0,0,0,1,41120.0,0,1,1,1,06-11-2013,80,24,37,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,81,124.875,2,1
1757,1971,Master,45,Single,0,0,0,1,0,39763.0,1,0,1,0,04-08-2013,9,80,40,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,167,278.3333333333333,1,1
1758,1955,PhD,61,Married,1,0,0,0,0,38725.0,0,1,1,1,10-05-2014,52,31,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,45,58.125,2,1
1759,1972,Graduation,44,Married,0,0,0,0,1,77981.0,0,1,1,0,26-05-2013,78,138,43,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,664,1189.6666666666667,1,1
1760,1964,2n Cycle,52,Married,0,0,1,0,0,62905.0,0,1,0,1,10-09-2013,68,166,39,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,622,1010.75,1,1
1761,1979,2n Cycle,37,Divorced,0,0,1,0,0,13533.0,1,0,1,0,10-03-2013,45,12,45,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,48,90.0,1,1
1762,1975,Graduation,41,Together,0,0,0,0,1,59481.0,0,1,0,1,23-10-2013,47,178,38,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,461,729.9166666666666,1,1
1763,1977,Graduation,39,Married,0,0,0,0,1,72117.0,0,1,0,1,20-08-2013,34,707,40,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,1073,1788.3333333333333,1,1
1764,1986,2n Cycle,30,Married,0,0,1,0,0,21955.0,0,1,1,0,07-09-2013,81,5,39,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,55,89.375,1,1
1765,1956,Graduation,60,Married,0,0,0,0,1,67131.0,0,1,0,1,26-03-2013,72,465,45,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,976,1830.0,1,1
1766,1980,PhD,36,Single,1,0,0,0,0,36802.0,1,0,1,0,16-06-2014,23,16,30,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,20,25.0,1,1
1767,1982,Graduation,34,Together,0,0,0,0,1,71853.0,0,1,0,0,08-05-2013,29,358,43,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,1149,2058.625,0,0
1768,1961,Basic,55,Married,0,1,0,0,0,28249.0,0,1,0,0,15-06-2014,80,1,30,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,43,53.75,0,0
1769,1975,Master,41,Married,0,0,0,1,0,47808.0,0,1,0,1,20-10-2013,30,123,38,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,224,354.6666666666667,1,1
1770,1974,PhD,42,Divorced,1,0,0,0,0,25509.0,1,0,1,0,18-09-2012,15,40,51,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,101,214.625,1,1
1771,1946,PhD,70,Married,1,0,0,0,0,51012.0,0,1,0,0,18-04-2013,86,102,44,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,209,383.1666666666667,0,0
1772,1985,Graduation,31,Single,0,0,0,0,1,70596.0,1,0,0,0,05-10-2012,68,347,50,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,968,2016.6666666666667,0,0
1773,1952,PhD,64,Together,1,0,0,0,0,85431.0,0,1,0,0,08-06-2013,54,376,42,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,1165,2038.75,0,0
1774,1967,Graduation,49,Married,0,0,0,0,1,42664.0,0,1,0,1,18-03-2014,44,21,33,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,24,33.0,1,1
1775,1955,Graduation,61,Together,0,0,0,0,1,42586.0,0,1,1,1,29-10-2012,7,194,50,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,252,525.0,2,1
1776,1985,Graduation,31,Single,0,0,0,0,1,29760.0,1,0,1,0,29-08-2012,87,64,52,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,165,357.5,1,1
1777,1977,PhD,39,Married,1,0,0,0,0,28973.0,0,1,0,0,13-10-2012,59,206,50,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,269,560.4166666666666,0,0
1778,1973,PhD,43,Together,1,0,0,0,0,39435.0,0,1,1,0,06-08-2013,16,71,40,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,102,170.0,1,1
1779,1984,2n Cycle,32,Married,0,0,1,0,0,65370.0,0,1,0,0,01-08-2013,1,71,40,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,461,768.3333333333334,0,0
1780,1979,Basic,37,Single,0,1,0,0,0,20194.0,1,0,1,0,17-12-2012,64,0,48,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,47,94.0,1,1
1781,1976,PhD,40,Single,1,0,0,0,0,42473.0,1,0,1,1,17-02-2014,72,93,34,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,144,204.0,2,1
1782,1968,Graduation,48,Married,0,0,0,0,1,64590.0,0,1,0,0,14-10-2012,98,920,50,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,1338,2787.5,0,0
1783,1959,Graduation,57,Together,0,0,0,0,1,71232.0,0,1,0,1,28-11-2013,91,653,37,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,917,1413.7083333333333,1,1
1784,1971,Graduation,45,Together,0,0,0,0,1,34600.0,0,1,1,1,01-01-2013,8,199,47,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,318,622.75,2,1
1785,1967,Graduation,49,Single,0,0,0,0,1,46904.0,1,0,1,1,03-11-2012,20,153,49,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,253,516.5416666666666,2,1
1786,1973,Graduation,43,Married,0,0,0,0,1,49094.0,0,1,0,1,21-09-2012,6,376,51,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,502,1066.75,1,1
1787,1983,Graduation,33,Together,0,0,0,0,1,36075.0,0,1,1,0,09-12-2013,54,46,36,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,119,178.5,1,1
1788,1979,2n Cycle,37,Together,0,0,1,0,0,60839.0,0,1,1,1,28-08-2012,72,600,52,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,1250,2708.3333333333335,2,1
1789,1979,Graduation,37,Together,0,0,0,0,1,77298.0,0,1,0,1,02-11-2013,46,425,37,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,969,1493.875,1,1
1790,1950,Graduation,66,Together,0,0,0,0,1,34026.0,0,1,1,1,05-08-2013,11,18,40,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,76,126.66666666666667,2,1
1791,1963,PhD,53,Single,1,0,0,0,0,48918.0,1,0,1,1,12-04-2014,21,52,32,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,62,82.66666666666667,2,1
1792,1962,2n Cycle,54,Together,0,0,1,0,0,82122.0,0,1,0,0,15-08-2013,89,734,40,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,1382,2303.3333333333335,0,0
1793,1976,Graduation,40,Single,0,0,0,0,1,37697.0,1,0,1,0,07-02-2014,82,34,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,84,119.0,1,1
1794,1952,Graduation,64,Together,0,0,0,0,1,34074.0,0,1,1,1,13-07-2013,69,135,41,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,255,435.625,2,1
1795,1960,Master,56,Married,0,0,0,1,0,28520.0,0,1,1,1,14-06-2013,55,11,42,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,43,75.25,2,1
1796,1955,Graduation,61,Single,0,0,0,0,1,62535.0,1,0,0,1,03-10-2013,13,163,38,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,398,630.1666666666666,1,1
1797,1977,Master,39,Single,0,0,0,1,0,36273.0,1,0,1,0,16-04-2014,80,29,32,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,76,101.33333333333333,1,1
1798,1964,Graduation,52,Together,0,0,0,0,1,63404.0,0,1,0,2,06-06-2014,97,734,30,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,902,1127.5,2,1
1799,1981,2n Cycle,35,Together,0,0,1,0,0,75774.0,0,1,1,0,02-05-2014,27,340,31,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,823,1063.0416666666667,1,1
1800,1976,Graduation,40,Together,0,0,0,0,1,78416.0,0,1,0,1,27-06-2014,99,453,30,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,1179,1473.75,1,1
1801,1974,Graduation,42,Together,0,0,0,0,1,75702.0,0,1,0,1,14-10-2012,87,1073,50,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,1921,4002.0833333333335,1,1
1802,1951,Master,65,Together,0,0,0,1,0,59385.0,0,1,1,1,28-04-2013,85,135,44,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,185,339.1666666666667,2,1
1803,1966,Graduation,50,Single,0,0,0,0,1,37070.0,1,0,1,1,20-03-2013,30,231,45,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,433,811.875,2,1
1804,1951,Graduation,65,Married,0,0,0,0,1,44689.0,0,1,1,1,10-01-2014,82,18,35,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,34,49.583333333333336,2,1
1805,1958,Graduation,58,Together,0,0,0,0,1,53977.0,0,1,0,1,08-06-2013,21,620,42,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,907,1587.25,1,1
1806,1966,PhD,50,Single,1,0,0,0,0,7144.0,1,0,0,2,07-12-2013,92,81,36,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,416,624.0,2,1
1807,1964,Graduation,52,Single,0,0,0,0,1,18701.0,1,0,1,1,04-06-2013,95,12,42,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,44,77.0,2,1
1808,1956,Graduation,60,Married,0,0,0,0,1,90369.0,0,1,0,0,28-04-2014,2,292,32,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,1588,2117.3333333333335,0,0
1809,1974,PhD,42,Single,1,0,0,0,0,63159.0,1,0,0,0,05-11-2012,74,965,49,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,1797,3668.875,0,0
1810,1966,Graduation,50,Together,0,0,0,0,1,37758.0,0,1,1,1,04-10-2012,49,27,50,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,40,83.33333333333333,2,1
1811,1963,PhD,53,Single,1,0,0,0,0,46757.0,1,0,0,1,16-11-2012,71,777,49,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,1143,2333.625,1,1
1812,1969,Master,47,Married,0,0,0,1,0,79734.0,0,1,0,0,28-06-2014,72,572,30,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,914,1142.5,0,0
1813,1992,Graduation,24,Together,0,0,0,0,1,63207.0,0,1,0,0,20-01-2013,68,438,47,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,1502,2941.4166666666665,0,0
1814,1954,Graduation,62,Divorced,0,0,0,0,1,72071.0,1,0,0,1,14-02-2013,4,531,46,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,1338,2564.5,1,1
1815,1983,PhD,33,Together,1,0,0,0,0,21840.0,0,1,1,0,21-07-2013,80,17,41,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,27,46.125,1,1
1816,1982,2n Cycle,34,Together,0,0,1,0,0,58582.0,0,1,0,1,28-09-2013,15,402,39,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,763,1239.875,1,1
1817,1951,Graduation,65,Single,0,0,0,0,1,72282.0,1,0,0,0,19-07-2013,70,503,41,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,1331,2273.7916666666665,0,0
1818,1956,Graduation,60,Married,0,0,0,0,1,50387.0,0,1,0,2,31-08-2013,91,369,40,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,525,875.0,2,1
1819,1961,PhD,55,Together,1,0,0,0,0,32583.0,0,1,1,1,15-06-2014,10,5,30,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,9,11.25,2,1
1820,1962,Graduation,54,Together,0,0,0,0,1,62568.0,0,1,0,1,07-04-2014,99,362,32,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,953,1270.6666666666667,1,1
1821,1971,Master,45,Divorced,0,0,0,1,0,44635.0,1,0,1,1,11-10-2013,25,56,38,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,68,107.66666666666667,2,1
1822,1971,Master,45,Single,0,0,0,1,0,33316.0,1,0,1,1,04-10-2013,34,79,38,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,131,207.41666666666666,2,1
1823,1968,Graduation,48,Married,0,0,0,0,1,63967.0,0,1,0,1,09-08-2013,57,387,40,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,882,1470.0,1,1
1824,1978,2n Cycle,38,Together,0,0,1,0,0,52513.0,0,1,0,0,04-09-2012,84,367,51,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,1149,2441.625,0,0
1825,1969,Graduation,47,Married,0,0,0,0,1,25293.0,0,1,1,0,15-09-2013,51,15,39,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,37,60.125,1,1
1826,1965,PhD,51,Widow,1,0,0,0,0,54111.0,1,0,0,1,25-08-2013,97,267,40,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,388,646.6666666666666,1,1
1827,1986,Graduation,30,Together,0,0,0,0,1,78394.0,0,1,0,0,15-02-2013,13,298,46,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,1428,2737.0,0,0
1828,1958,Master,58,Married,0,0,0,1,0,80739.0,0,1,0,0,23-05-2013,92,674,43,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,1633,2925.7916666666665,0,0
1829,1975,Master,41,Together,0,0,0,1,0,22669.0,0,1,1,0,22-05-2013,30,16,43,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,173,309.9583333333333,1,1
1830,1987,Graduation,29,Single,0,0,0,0,1,29236.0,1,0,1,0,08-10-2013,30,37,38,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,99,156.75,1,1
1831,1959,Graduation,57,Together,0,0,0,0,1,44911.0,0,1,0,1,15-03-2013,11,159,45,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0,215,403.125,1,1
1832,1962,PhD,54,Married,1,0,0,0,0,54693.0,0,1,0,1,17-02-2013,72,686,46,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,929,1780.5833333333333,1,1
1833,1974,Graduation,42,Together,0,0,0,0,1,48186.0,0,1,1,0,20-03-2014,39,97,33,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,219,301.125,1,1
1834,1977,Graduation,39,Married,0,0,0,0,1,54809.0,0,1,1,1,11-09-2013,0,63,39,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,174,282.75,2,1
1835,1978,Graduation,38,Together,0,0,0,0,1,41580.0,0,1,1,1,10-12-2012,15,56,48,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,92,184.0,2,1
